1 2090 3905 2121 0 0
2 705 999 708 0 0
3 425 0 427 0 0
4 266 105 268 0 0
5 176 1000 177 0 0
6 132 1000 133 0 0
7 106 1016 106 0 0
8 103 1007 104 0 0
9 78 1007 79 0 0
10 73 994 74 0 0
11 71 983 73 0 0
12 69 1000 70 0 0
13 69 1002 70 0 0
14 64 1001 65 0 0
15 62 1001 63 0 0
16 64 1000 65 0 0
17 65 1000 66 0 0
18 61 1018 62 0 0
19 78 1007 79 0 0
20 67 999 67 0 0
21 63 989 64 0 0
22 65 983 66 0 0
23 64 1000 64 0 0
24 59 1000 60 0 0
25 64 1001 65 0 0
26 62 1001 63 0 0
27 59 1000 59 0 0
28 63 1001 64 0 0
29 62 1001 63 0 0
30 60 1000 61 0 0
31 61 1000 62 0 0
32 61 1000 62 0 0
33 64 1001 65 0 0
34 59 1000 60 0 0
35 57 1000 58 0 0
36 60 1000 61 0 0
37 60 1016 61 0 0
38 70 1007 71 0 0
39 58 998 59 0 0
40 60 1016 61 0 0
41 59 991 59 0 0
42 57 998 58 0 0
43 58 1000 59 0 0
44 57 1001 58 0 0
45 55 1000 56 0 0
46 55 1000 56 0 0
47 56 1000 57 0 0
48 56 1000 57 0 0
49 56 1001 56 0 0
50 57 1007 58 0 0
51 57 975 58 0 0
52 55 998 55 0 0
53 58 1003 59 0 0
54 56 976 57 0 0
55 58 1002 58 0 0
56 56 1000 56 0 0
57 57 1000 58 0 0
58 57 1000 58 0 0
59 56 1000 57 0 0
60 57 1000 57 0 0
61 55 1001 56 0 0
62 56 1001 57 0 0
63 54 1000 54 0 0
64 55 1001 56 0 0
65 54 1000 55 0 0
66 56 1000 57 0 0
67 56 1000 57 0 0
68 56 1000 57 0 0
69 56 1000 57 0 0
70 53 1000 54 0 0
71 57 1000 58 0 0
72 57 1000 57 0 0
73 56 1001 56 0 0
74 56 1000 56 0 0
75 53 1001 54 0 0
76 56 1001 57 0 0
77 56 1000 57 0 0
78 54 1001 54 0 0
79 56 1001 56 0 0
80 55 1001 56 0 0
81 56 1002 57 0 0
82 54 1001 55 0 0
83 55 1001 56 0 0
84 56 1001 57 0 0
85 55 1000 55 0 0
86 55 1001 56 0 0
87 53 1001 54 0 0
88 56 1001 57 0 0
89 56 1001 57 0 0
90 53 1001 54 0 0
91 56 1001 56 0 0
92 57 1001 58 0 0
93 54 1001 55 0 0
94 56 1001 57 0 0
95 56 1001 57 0 0
96 54 1000 54 0 0
97 55 1001 56 0 0
98 56 1001 57 0 0
99 55 1000 56 0 0
100 55 1001 56 0 0
101 56 999 57 0 0
102 55 1001 56 0 0
103 56 1001 57 0 0
104 55 1001 56 0 0
105 54 1000 55 0 0
